52_7	How many barrels can a VLCC ship carry ?  the Afra tanker scale 
52_8	What is the largest in the world ?  the Afra tanker scale 
52_9	What new problem did increased scale create ?  the Afra tanker scale 
52_10	Describe crude oil washing .  the Afra tanker scale 
53_1	Is Red Bull bad for you ? 
53_2	Can Red Bull bad for you  kill you ? 
53_3	How much can you drink in a day ? Red Bull bad for you  
53_4	What is taurine ? Red Bull bad for you  
53_5	What are Red Bull bad for you  health effects ? 
53_6	In general , what are the effects of consuming energy drinks ? Red Bull bad for you  
53_7	Why are Red Bull bad for you  harmful when mixed with alcohol ? 
53_8	What is the argument for Red Bull bad for you  age restriction to kids ? 
53_9	Where are Red Bull bad for you  banned to minors ? 
54_1	What is worth seeing in Washington D.C. ? 
54_2	Which Smithsonian museums are the most popular ?  Washington D.C. 
54_3	Why is the National Air and Space Museum important ?  Washington D.C. 
54_4	Is the Spy Museum free ?  Washington D.C. 
54_5	What is there to do in DC after the museums close ?  Washington D.C. 
54_6	What is the best time to visit the reflecting pools ?  Washington D.C. 
54_7	Are there any famous foods ?  Washington D.C. 
54_8	What is a DC half smoke ?  Washington D.C. 
54_9	Tell me about  Washington D.C. history . 
55_1	Describe the oceanic crust . 
55_2	What are the main layers ?  the oceanic crust 
55_3	How does  the oceanic crust differ from the continental crust ? 
55_4	Which is younger and why ?  the oceanic crust 
55_5	Where is the youngest oceanic found ?  the oceanic crust 
55_6	What about the oldest ?  the oceanic crust 
55_7	What is seafloor spreading ?  the oceanic crust 
55_8	What is  the oceanic crust significance ? 
55_9	How is ocean crust formed ?  the oceanic crust 
55_10	Is  the oceanic crust being recycled ? 
56_1	What is Darwin ’s theory in a nutshell ? 
56_2	How was  Darwin’s theory a nutshell developed ? 
56_3	How do sexual and asexual reproduction affect  Darwin’s theory a nutshell ? 
56_4	How can fossils be used to understand  Darwin’s theory a nutshell ? 
56_5	What is modern evidence for  Darwin’s theory a nutshell ? 
56_6	What is the impact on modern biology ?  Darwin’s theory a nutshell 
56_7	Compare and contrast microevolution and macroevolution .  Darwin’s theory a nutshell 
56_8	What is the relationship to speciation ?  Darwin’s theory a nutshell 
57_1	How can you tell if someone is suffering from depression ? 
57_2	What are common types ?  someone depression 
57_3	What causes  someone depression ? 
57_4	What is the role of brain chemicals ?  someone depression 
57_5	Does a lack of sunlight cause  someone depression ? 
57_6	How can you treat SAD ?  someone depression 
57_7	What is the role of melatonin ?  someone depression 
57_8	How are anxiety and depression related ?  someone depression 
57_9	What treatments exist for depression ?  someone depression 
57_10	What is CBT and how does  someone depression work ? 
58_1	What is a real - time database ? 
58_2	How does What a real time database  differ from traditional ones ? 
58_3	What are the advantages of real - time processing ? What a real time database  
58_4	What are examples of important ones ? What a real time database  
58_5	What are important applications ? What a real time database  
58_6	What are important cloud options ? What a real time database  
58_7	Tell me about the Firebase DB . What a real time database 
58_8	How is  the firebase db used in mobile apps ? What a real time database 
59_1	Which weekend sports have the most injuries ? 
59_2	What are the most common types of injuries ?  sports the most injuries 
59_3	What is the ACL ?  sports the most injuries 
59_4	What is an injury for  sports the most injuries ? 
59_5	Tell me about the RICE method .  sports the most injuries
59_6	Is there disagreement about  the rice method ?  sports the most injuries
59_7	What is arnica used for ?  the rice method  sports the most injuries
59_8	What are some ways to avoid injury ?  the rice method  sports the most injuries
60_1	Tell me about the benefits of yoga . 
60_2	Does  the benefits yoga help in reducing stress ? 
60_3	What are some of the main types ?  the benefits yoga 
60_4	What type is best for losing weight ?  the benefits yoga 
60_5	What are common poses in Bikram yoga ?  the benefits yoga 
60_6	Why is mindful breathing important ?  the benefits yoga 
60_7	Does  the benefits yoga help relieve asthma ? 
61_1	Who are The Avengers ? 
61_2	Tell me about Who The Avengers  first appearance . 
61_3	Who is the most powerful and why ? Who The Avengers  
61_4	What is the relationship of Spider - Man to the team ? Who The Avengers  
61_5	Why is Batman not a member ? Who The Avengers  
61_6	What is an important team in the DC universe ? Who The Avengers  
61_7	Tell me about the origins of the Justice League . Who The Avengers 
61_8	Who are the important members ?  the origins of the justice league Who The Avengers 
61_9	Which team came first ?  the origins of the justice league Who The Avengers 
62_1	What is the Surrealism movement in art ? 
62_2	What are  the Surrealism movement art characteristics ? 
62_3	Tell me about  the Surrealism movement art founding . 
62_4	Tell me about the series of manifestos .  the Surrealism movement art
62_5	How is  the series of manifestos different from Dada ?  the Surrealism movement art
62_6	What is  the series of manifestos importance ?  the Surrealism movement art
62_7	Who are the most famous artists ?  the series of manifestos  the Surrealism movement art
62_8	Why did Dali choose surrealism ?  the series of manifestos  the Surrealism movement art
62_9	What are  the series of manifestos most iconic works ?  the Surrealism movement art
62_10	Is  the series of manifestos still used today ?  the Surrealism movement art
62_11	What has  the series of manifestos impact been on other fields ?  the Surrealism movement art
63_1	What is blockchain ? 
63_2	What problem does What blockchain  solve ? 
63_3	How does What blockchain  work ? 
63_4	What are the types of networks ? What blockchain  
63_5	Tell me about What blockchain  invention . 
63_6	How is What blockchain  related to cryptocurrencies ? 
63_7	How is Bitcoin generated ? What blockchain  
63_8	How secure is blockchain ? What blockchain  
63_9	What are What blockchain  other uses in business ? 
63_10	What are the implications for society ? What blockchain  
64_1	What are the types of pork ribs ? 
64_2	What are baby backs ?  the types pork ribs 
64_3	What are the differences with spareribs ?  the types pork ribs 
64_4	What are ways to cook  the types pork ribs ? 
64_5	How about on the bbq ?  the types pork ribs 
64_6	Describe the 321 method .  the types pork ribs 
64_7	How long do  the types pork ribs take to smoke ? 
64_8	How do you know when  the types pork ribs are done ? 
64_9	What is in a typical rub ?  the types pork ribs 
64_10	What ’s the best style of sauce for  the types pork ribs ? 
64_11	What ’s in Kansas City style sauce ?  the types pork ribs 
65_1	What is nominal GDP ? 
65_2	Why is  nominal GDP not a good measure ? 
65_3	What is the difference with real ?  nominal GDP 
65_4	How is  nominal GDP related to gross national income ? 
65_5	What is the meaning of GNI ?  nominal GDP 
65_6	How is inflation affected by high GDP growth ?  nominal GDP 
65_7	What is the relationship between inflation and unemployment ?  nominal GDP 
65_8	What is frictional unemployment and why is  nominal GDP important ? 
65_9	Is  nominal GDP bad for the economy ? 
65_10	How can the government reduce  nominal GDP level ? 
66_1	Tell me about lavender plants . 
66_2	What are the different types ?  lavender plants 
66_3	What places are famous for  lavender plants ? 
66_4	Are  lavender plants safe to eat ? 
66_5	What variety is best for cooking ?  lavender plants 
66_6	How is  lavender plants used ? 
66_7	What is  lavender plants good with ? 
66_8	What are the health benefits of  lavender plants oil ? 
66_9	Are there any side effects ?  lavender plants 
67_1	Why is blood red ? 
67_2	What are red blood cells ? Why blood red  
67_3	How are Why blood red  created ? 
67_4	How is oxygen transported ? Why blood red  
67_5	What is anemia ? Why blood red  
67_6	What are the symptoms ? Why blood red  
67_7	Can Why blood red  go away ? 
67_8	What are Why blood red  possible causes ? 
67_9	How is Why blood red  treated ? 
67_10	What foods contain high levels of iron ? Why blood red  
67_11	What improves absorption ? Why blood red  
68_1	What is cuisine is Emilia - Romagna famous for ? 
68_2	Tell me about cooking schools and classes . What cuisine Emilia Romagna famous for 
68_3	What are famous foods from the region ?  cooking schools and classes What cuisine Emilia Romagna famous for 
68_4	Describe the traditional process for making balsamic vinegar ?  cooking schools and classes What cuisine Emilia Romagna famous for 
68_5	What is mortadella and where is  cooking schools and classes from ? What cuisine Emilia Romagna famous for 
68_6	What ’s the difference with Bologna ?  cooking schools and classes What cuisine Emilia Romagna famous for 
68_7	Where was Parmesan cheese created ?  cooking schools and classes What cuisine Emilia Romagna famous for 
68_8	What is done with the whey after production ?  cooking schools and classes What cuisine Emilia Romagna famous for 
68_9	What are typical pasta dishes ?  cooking schools and classes What cuisine Emilia Romagna famous for 
68_10	What is the history of tagliatelle al ragu bolognese ?  cooking schools and classes What cuisine Emilia Romagna famous for 
68_11	What are  cooking schools and classes common variations ? What cuisine Emilia Romagna famous for 
69_1	How do you sleep after jet lag ? 
69_2	Does melatonin help ?  jet lag 
69_3	How was  jet lag discovered ? 
69_4	What are good sources in food ?  jet lag 
69_5	Is melatonin bad for you ?  jet lag 
69_6	What are the side effects ?  jet lag 
69_7	Why does  jet lag require a prescription in the UK ? 
69_8	How can I increase my levels naturally ?  jet lag 
69_9	Is  jet lag effective for treating insomnia ? 
69_10	How about for anxiety ?  jet lag 
70_1	What is solar energy ? 
70_2	What are What solar energy  main uses ? 
70_3	Why is What solar energy  important ? 
70_4	What are advantages of solar energy ? What solar energy  
70_5	What is the cost of solar power ? What solar energy  
70_6	How is being used in rural Africa ? What solar energy  
70_7	Tell me more about solar cookers work . What solar energy 
70_8	How is solar used in architecture ?  solar cookers work What solar energy 
70_9	What are important projects ?  solar cookers work What solar energy 
70_10	Can  solar cookers work be used to power cars ? What solar energy 
71_1	What are mammals ? 
71_2	What are  mammals key characteristics ? 
71_3	How many legs do  mammals have ? 
71_4	What is the largest one on land ?  mammals 
71_5	What is the largest in the world ?  mammals 
71_6	What about in the UK ?  mammals 
71_7	What about the largest to ever walk the earth ?  mammals 
71_8	Tell me about Blue whales .  mammals
71_9	How much do  blue whales  weigh ?  mammals
71_10	Where do  blue whales  live ?  mammals
71_11	What do  blue whales  eat ?  mammals
71_12	Where can we see  blue whales  ?  mammals
72_1	What do Spanish people do on Christmas day ? 
72_2	What do  Spanish people Christmas day eat for dinner ? 
72_3	How about on Christmas eve ?  Spanish people Christmas day 
72_4	What is the Christmas Lottery ?  Spanish people Christmas day 
72_5	How does the drawing work ?  Spanish people Christmas day 
72_6	How are the tickets sold ?  Spanish people Christmas day 
72_7	What is Tió de Nadal ?  Spanish people Christmas day 
72_8	How did this tradition start ?  Spanish people Christmas day 
72_9	How do  Spanish people Christmas day celebrate Three Kings Day ? 
72_10	What cakes are traditional ?  Spanish people Christmas day 
73_1	Who is the most successful pirate of all time ? 
73_2	Who is the most famous female ?  all time 
73_3	Tell me more about Ching Shih .  all time
73_4	What were  ching shih code of laws ?  all time
73_5	How did  ching shih die ?  all time
73_6	Who was Anne Bonny ?  ching shih  all time
73_7	What was  ching shih famous for ?  all time
73_8	Who was  ching shih married to ?  all time
73_9	How did Calico Jack die ?  ching shih  all time
73_10	What happened to Anne ?  ching shih  all time
74_1	What are the pros and cons of electric cars ? 
74_2	Tell me more about Tesla .  the pros electric cars
74_3	Why did Elon Musk start  tesla ?  the pros electric cars
74_4	What models are available ?  tesla  the pros electric cars
74_5	What is the best selling ?  tesla  the pros electric cars
74_6	What is unique about the Model 3 ?  tesla  the pros electric cars
74_7	What are the safety features ?  tesla  the pros electric cars
74_8	Why is  tesla building Gigafactories ?  the pros electric cars
74_9	What makes the batteries unique ?  tesla  the pros electric cars
74_10	How long can  tesla last ?  the pros electric cars
74_11	Tell me more about autopilot .  the pros electric cars
74_12	Does  autopilot support full self - driving ?  the pros electric cars
75_1	Why do turkey and Turkey share the same name ? 
75_2	Where are turkeys from ?  turkey the same name 
75_3	What was  turkey the same name importance in native cultures ? 
75_4	When and how were  turkey the same name domesticated ? 
75_5	Can  turkey the same name fly ? 
75_6	Why did Ben Franklin want  turkey the same name to be the national symbol ? 
75_7	How did  turkey the same name cook  turkey the same name ? 
75_8	Why is  turkey the same name eaten on Thanksgiving ? 
75_9	How did  turkey the same name become traditional for Christmas dinner in Britain ? 
75_10	When did  turkey the same name become popular ? 
76_1	What are important literary elements ? 
76_2	What is the difference between What important literary elements  and literary devices ? 
76_3	What is a genre ? What important literary elements  
76_4	What are the most important ones ? What important literary elements  
76_5	What is a trope ? What important literary elements  
76_6	What are important examples in fantasy ? What important literary elements  
76_7	What is the definition of allegory ? What important literary elements  
76_8	What are some important modern uses ? What important literary elements  
76_9	What are the different types of foreshadowing ? What important literary elements  
76_10	What is an example ? What important literary elements  
77_1	What 's the difference between soup and stew ? 
77_2	Is chilli a stew ?  the difference soup 
77_3	How about goulash ?  the difference soup 
77_4	What are popular ones in France ?  the difference soup 
77_5	How is cassoulet made ?  the difference soup 
77_6	Tell me about feijoada and  the difference soup significance . 
77_7	How is  the difference soup similar or different from cassoulet ? 
77_8	Tell about Bigos stew .  the difference soup 
77_9	Why is  the difference soup important ? 
77_10	What is the history of Irish stew ?  the difference soup 
78_1	What is the keto diet ? 
78_2	Why was  the keto diet original developed ? 
78_3	What is ketosis ?  the keto diet 
78_4	What is paleo ?  the keto diet 
78_5	What do  the keto diet have in common ? 
78_6	How are  the keto diet different ? 
78_7	What is intermittent fasting ?  the keto diet 
78_8	How is  the keto diet related to keto ? 
78_9	What is the 16/8 method ?  the keto diet 
78_10	What is the best for weight loss ?  the keto diet 
79_1	What is taught in sociology ? 
79_2	What is the main contribution of Auguste Comte ?  sociology 
79_3	What is the role of positivism in  sociology ? 
79_4	What is Herbert Spencer known for ?  sociology 
79_5	How is  sociology work related to Comte ? 
79_6	What is the functionalist theory ?  sociology 
79_7	What is  sociology main criticism ? 
79_8	How does  sociology compare to conflict theory ? 
79_9	What are modern examples of conflict theory ?  sociology 
80_1	What were the purposes of the Lewis and Clark expedition ? 
80_2	What were important plants and animals  the purposes the Lewis and Clark expedition discovered ? 
80_3	What were the diplomatic objectives ?  the purposes the Lewis and Clark expedition 
80_4	What were the Native American tribes that  the purposes the Lewis and Clark expedition encountered ? 
80_5	How did Sacagawea help  the purposes the Lewis and Clark expedition ? 
80_6	Did  the purposes the Lewis and Clark expedition find the Northwest Passage ? 
80_7	What was the purpose of Fort Mandan ?  the purposes the Lewis and Clark expedition 
80_8	How did  the purposes the Lewis and Clark expedition spend the next winter ? 
80_9	What happened to Fort Clatsop ?  the purposes the Lewis and Clark expedition 
80_10	What was the impact of the expedition ?  the purposes the Lewis and Clark expedition 
